Type;Registry Designator;Item Designator;Ver;Reference Name;Description;Standard(s);;Deprecated
Nrm;Normative;Normative;Nrm;Normative;Normative;Normative;Notes;Nrm
Node or Leaf;Note: Byte 8 is the version number of the registry at the point of Label registration;;;;;(where applicable);;
Leaf;06.0E.2B.34.04.01.01.09;04.01.02.02.01.08.03.00;09;MPEG-2 HP-H14 Long GOP;Identifies MPEG-2 High Profile, High 1440 Level, Long GOP coding;ISO/IEC 13818-2;;
Leaf;06.0E.2B.34.04.01.01.09;04.01.02.02.01.08.04.00;09;MPEG-2 HP-H14 No I-Frames;Identifies MPEG-2 High Profile, High 1440 Level, No I-Frames coding;ISO/IEC 13818-2;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.00.00;0A;MPEG-2 Other;Identifies MPEG-2 Other coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.01.00;0A;MPEG-2 SP LL;Identifies MPEG-2 SP LL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.02.00;0A;MPEG-2 SP ML;Identifies MPEG-2 SP ML coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.03.00;0A;MPEG-2 SP HL;Identifies MPEG-2 SP HL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.04.00;0A;MPEG-2 SP H14;Identifies MPEG-2 SP H14 coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.10.00;0A;MPEG-2 MP LL;Identifies MPEG-2 MP LL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.20.00;0A;MPEG-2 HP LL;Identifies MPEG-2 HP LL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.30.00;0A;MPEG-2 SSP LL;Identifies MPEG-2 SSP LL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.31.00;0A;MPEG-2 SSP ML;Identifies MPEG-2 SSP ML coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.32.00;0A;MPEG-2 SSP H14;Identifies MPEG-2 SSP H14 coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.40.00;0A;MPEG-2 SRNSP LL;Identifies MPEG-2 SRNSP LL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.41.00;0A;MPEG-2 SRNSP ML;Identifies MPEG-2 SRNSP ML coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.42.00;0A;MPEG-2 SRNSP HL;Identifies MPEG-2 SRNSP HL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.43.00;0A;MPEG-2 SRNSP H14;Identifies MPEG-2 SRNSP H14 coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.50.00;0A;MPEG-2 Multiview LL;Identifies MPEG-2 Multiview LL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.51.00;0A;MPEG-2 Multiview ML;Identifies MPEG-2 Multiview ML coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.52.00;0A;MPEG-2 Multiview HL;Identifies MPEG-2 Multiview HL coding;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.09.53.00;0A;MPEG-2 Multiview H14;Identifies MPEG-2 Multiview H14 coding;;;
Node;06.0E.2B.34.04.01.01.03;04.01.02.02.01.10.00.00;03;MPEG-1 Video;Identifies MPEG-1 Video  coding;;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.10.01.00;03;MPEG-1 Constrained Profile;Identifies MPEG-1 with Constrained Profile;ISO/IEC 11172-2;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.10.02.00;03;MPEG-1 Unconstrained Coding;Identifies MPEG-1 with Unconstrained Coding;ISO/IEC 11172-2;;
Node;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.00.00;03;MPEG-4 Part2 Video;Identifies MPEG-4 Part 2 Compressed Video (natural visual);;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.02.01;03;MPEG-4 Advanced Real-time Simple Profile Level 1;Identifies MPEG-4 Advanced Real-time Simple Profile Level 1 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.02.02;03;MPEG-4 Advanced Real-time Simple Profile Level 2;Identifies MPEG-4 Advanced Real-time Simple Profile Level 2 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.02.03;03;MPEG-4 Advanced Real-time Simple Profile Level 3;Identifies MPEG-4 Advanced Real-time Simple Profile Level 3 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.02.04;03;MPEG-4 Advanced Real-time Simple Profile Level 4;Identifies MPEG-4 Advanced Real-time Simple Profile Level 4 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.10.01;03;MPEG-4 Simple Studio Profile Level 1;Identifies MPEG-4 Simple Studio Profile Level 1 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.10.02;03;MPEG-4 Simple Studio Profile Level 2;Identifies MPEG-4 Simple Studio Profile Level 2 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.10.03;03;MPEG-4 Simple Studio Profile Level 3;Identifies MPEG-4 Simple Studio Profile Level 3 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.10.04;03;MPEG-4 Simple Studio Profile Level 4;Identifies MPEG-4 Simple Studio Profile Level 4 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.0B;04.01.02.02.01.20.10.05;0B;MPEG-4 Simple Studio Profile Level 5;Identifies MPEG-4 Simple Studio Profile Level 5 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.0B;04.01.02.02.01.20.10.06;0B;MPEG-4 Simple Studio Profile Level 6;Identifies MPEG-4 Simple Studio Profile Level 6 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.11.01;03;MPEG-4 Core Studio Profile Level 1;Identifies MPEG-4 Core Studio Profile Level 1 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.11.02;03;MPEG-4 Core Studio Profile Level 2;Identifies MPEG-4 Core Studio Profile Level 2 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.11.03;03;MPEG-4 Core Studio Profile Level 3;Identifies MPEG-4 Core Studio Profile Level 3 coding;ISO/IEC 14496-2 Visual;;
Leaf;06.0E.2B.34.04.01.01.03;04.01.02.02.01.20.11.04;03;MPEG-4 Core Studio Profile Level 4;Identifies MPEG-4 Core Studio Profile Level 4 coding;ISO/IEC 14496-2 Visual;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.30.00.00;0A;H.264/MPEG-4 AVC Video;Identifies H.264/MPEG-4 AVC Video;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.00.00;0A;H.264/MPEG-4 AVC Intra Profiles;Identifies H.264/MPEG-4 AVC Intra Profiles;;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.20.00;0A;H.264/MPEG-4 AVC High 10 Intra Profile;Identifies H.264/MPEG-4 AVC High 10 Intra Profile;;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.20.01;0A;H.264/MPEG-4 AVC High 10 Intra Unconstrained Coding;Identifies H.264/MPEG-4 AVC High 10 Intra Unconstrained Coding;ISO/IEC 14496-10;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.21.00;0A;H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained;Identifies H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained;;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.21.01;0A;H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 1080/59.94i Coding;Identifies H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 1080/59.94i Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.21.02;0A;H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 1080/50i Coding;Identifies H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 1080/50i Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.21.03;0A;H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 1080/29.97p Coding;Identifies H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 1080/29.97p Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.21.04;0A;H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 1080/25p Coding;Identifies H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 1080/25p Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.21.08;0A;H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 720/59.94p Coding;Identifies H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 720/59.94p Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.21.09;0A;H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 720/50p Coding;Identifies H.264/MPEG-4 AVC High 10 Intra RP2027 Constrained Class 50 720/50p Coding;SMPTE RP 2027;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.30.00;0A;H.264/MPEG-4 AVC High 422 Intra Profile;Identifies H.264/MPEG-4 AVC High 422 Intra Profile;;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.30.01;0A;H.264/MPEG-4 AVC High 422 Intra Profile Unconstrained Coding;Identifies H.264/MPEG-4 AVC High 422 Intra Profile Unconstrained Coding;ISO/IEC 14496-10;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.31.00;0A;H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained;Identifies H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained;;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.31.01;0A;H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 1080/59.94i Coding;Identifies H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 1080/59.94i Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.31.02;0A;H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 1080/50i Coding;Identifies H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 1080/50i Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.31.03;0A;H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 1080/29.97p Coding;Identifies H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 1080/29.97p Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.31.04;0A;H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 1080/25p Coding;Identifies H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 1080/25p Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.31.08;0A;H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 720/59.94p Coding;Identifies H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 720/59.94p Coding;SMPTE RP 2027;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.01.32.31.09;0A;H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 720/50p Coding;Identifies H.264/MPEG-4 AVC High 422 Intra RP2027 Constrained Class 100 720/50p Coding;SMPTE RP 2027;;
Node;06.0E.2B.34.04.01.01.01;04.01.02.02.02.00.00.00;01;DV Video Compression;Identifies all variants of DV Video Compression;;;
Node;06.0E.2B.34.04.01.01.01;04.01.02.02.02.01.00.00;01;IEC-61834 Part-2 Video Compression;Identifies IEC DV Part-2 Video Compression family;;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.01.01.00;01;IEC-DV Video 25Mbps 525x60I;Identifies IEC-DV compressed to 25Mbps for a 525x60I source;IEC 61834-2;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.01.02.00;01;IEC-DV Video 25Mbps 625x50I;Identifies IEC-DV compressed to 25Mbps for a 625x50I source;IEC 61834-2;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.01.03.00;01;IEC-DV Video 25Mbps 525x60I SMPTE-305M Type-41h;Identifies IEC-DV compressed to 25Mbps for a 525x60I source as defined by SMPTE-305M;IEC 61834-2;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.01.04.00;01;IEC-DV Video 25Mbps 625x50I SMPTE-305M Type-41h;Identifies IEC-DV compressed to 25Mbps for a 625x50I source as defined by SMPTE-305M;IEC 61834-2;;
Node;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.00.00;01;DV-based Video Compression;Identifies DV-based Video Compression family;;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.01.00;01;DV-based Video 25Mbps 525x60I;Identifies DV-based compressed to 25Mbps for a 525x60I source;SMPTE ST 314;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.02.00;01;DV-based Video 25Mbps 625x50I;Identifies DV-based compressed to 25Mbps for a 625x50I source;SMPTE ST 314;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.03.00;01;DV-based Video 50Mbps 525x60I;Identifies DV-based compressed to 50Mbps for a 525x60I source;SMPTE ST 314;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.04.00;01;DV-based Video 50Mbps 625x50I;Identifies DV-based compressed to 50Mbps for a 625x50I source;SMPTE ST 314;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.05.00;01;DV-based Video 100Mbps 1080x59.94I;Identifies DV-based compressed to 100Mbps for a 1080x59.94I source;SMPTE ST 370;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.06.00;01;DV-based Video 100Mbps 1080x50I;Identifies DV-based compressed to 100Mbps for a 1080x50I source;SMPTE ST 370;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.07.00;01;DV-based Video 100Mbps 720x59.94P;Identifies DV-based compressed to 100Mbps for a 720x59.94P source;SMPTE ST 370;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.02.02.08.00;01;DV-based Video 100Mbps 720x50P;Identifies DV-based compressed to 100Mbps for a 720x50P source;SMPTE ST 370;;
Node;06.0E.2B.34.04.01.01.07;04.01.02.02.03.00.00.00;07;Individual Picture Coding Schemes;Identifies Individual Picture Coding Schemes;;;
Node;06.0E.2B.34.04.01.01.07;04.01.02.02.03.01.00.00;07;JPEG 2000 Picture Coding Scheme;Identifies the JPEG 2000 picture coding scheme;;;
Node;06.0E.2B.34.04.01.01.07;04.01.02.02.03.01.01.00;07;ISO/IEC 15444-1 JPEG 2002;Identifies JPEG 2000, ISO/IEC 15444-1:2002 ;;;
Leaf;06.0E.2B.34.04.01.01.07;04.01.02.02.03.01.01.01;07;JPEG 2000 Digital Cinema Profile;Identifies a JPEG 2000, ISO/IEC 15444-1:2002 AMD 1, Digital Cinema Profile;ISO/IEC 15444-1:2002 AMD 1;;Deprecated
Leaf;06.0E.2B.34.04.01.01.09;04.01.02.02.03.01.01.03;09;JPEG 2000 Amd-1 2K Digital Cinema Profile;Identifies a JPEG 2000 Amd-1 2K Digital Cinema Profile Bitstream;ISO/IEC 15444-1:2002 AMD 1;;
Leaf;06.0E.2B.34.04.01.01.09;04.01.02.02.03.01.01.04;09;JPEG 2000 Amd-1 4K Digital Cinema Profile;Identifies a JPEG 2000 Amd-1 4K Digital Cinema Profile Bitstream;ISO/IEC 15444-1:2002 AMD 1;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.03.01.01.7F;0A;JPEG 2000 Undefined Digital Cinema Profile;Identifies a JPEG 2000 Bitstream with an Undefined Digital Cinema Profile ;ISO/IEC 15444-1:2002 AMD 1;;
Node;06.0E.2B.34.04.01.01.0B;04.01.02.02.03.02.00.00;0B;TIFF/EP Picture Coding Scheme;Identifier for the TIFF/EP Picture Coding Scheme   ;;;
Node;06.0E.2B.34.04.01.01.0B;04.01.02.02.03.02.01.00;0B;TIFF/EP Profile 2 Picture Coding Scheme;Identifier for the TIFF/EP Profile 2 Picture Coding Scheme ;;;
Leaf;06.0E.2B.34.04.01.01.0B;04.01.02.02.03.02.01.01;0B;TIFF/EP Uncompressed CFA;Identifier for the TIFF/EP Uncompressed CFA format;;;
Leaf;06.0E.2B.34.04.01.01.0B;04.01.02.02.03.02.01.02;0B;TIFF/EP Uncompressed LinearRaw;Identifier for the TIFF/EP Uncompressed LinearRaw format;;;
Leaf;06.0E.2B.34.04.01.01.0B;04.01.02.02.03.02.01.03;0B;TIFF/EP Compressed CFA;Identifier for the TIFF/EP Compressed CFA format;;;
Leaf;06.0E.2B.34.04.01.01.0B;04.01.02.02.03.02.01.04;0B;TIFF/EP Compressed LinearRaw;Identifier for the TIFF/EP Compressed LinearRaw format;;;
Node;06.0E.2B.34.04.01.01.01;04.01.02.02.70.00.00.00;01;Specialised Compression Schemes;Identifies Specialised or Custom Compression Schemes;;;
Node;06.0E.2B.34.04.01.01.01;04.01.02.02.70.01.00.00;01;SMPTE D-11 Compression;Identifies Type D-11 compressed (High Definition);;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.70.01.01.00;01;SMPTE D-11 1080 23.98PsF;Identifies SMPTE compression of a 1080/23.98PsF source;SMPTE ST 367;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.70.01.02.00;01;SMPTE D-11 1080 24PsF;Identifies SMPTE compression of a 1080/24PsF source;SMPTE ST 367;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.70.01.03.00;01;SMPTE D-11 1080 25PsF;Identifies SMPTE compression of a 1080/25PsF source;SMPTE ST 367;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.70.01.04.00;01;SMPTE D-11 1080 29.97PsF;Identifies SMPTE compression of a 1080/29.97PsF source;SMPTE ST 367;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.70.01.05.00;01;SMPTE D-11 1080 50I;Identifies SMPTE compression of a 1080/50I source;SMPTE ST 367;;
Leaf;06.0E.2B.34.04.01.01.01;04.01.02.02.70.01.06.00;01;SMPTE D-11 1080 59.94I;Identifies SMPTE compression of a 1080/59.94I source;SMPTE ST 367;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.00.00.00;0A;SMPTE VC-3 Compression;Identifies SMPTE VC-3 Compression;;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.01.00.00;0A;SMPTE VC-3 ID 1235;Identifies SMPTE VC-3 Compression ID 1235;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.03.00.00;0A;SMPTE VC-3 ID 1237;Identifies SMPTE VC-3 Compression ID 1237;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.04.00.00;0A;SMPTE VC-3 ID 1238;Identifies SMPTE VC-3 Compression ID 1238;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.07.00.00;0A;SMPTE VC-3 ID 1241;Identifies SMPTE VC-3 Compression ID 1241;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.08.00.00;0A;SMPTE VC-3 ID 1242;Identifies SMPTE VC-3 Compression ID 1242;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.09.00.00;0A;SMPTE VC-3 ID 1243;Identifies SMPTE VC-3 Compression ID 1243;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.10.00.00;0A;SMPTE VC-3 ID 1250;Identifies SMPTE VC-3 Compression ID 1250;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.11.00.00;0A;SMPTE VC-3 ID 1251;Identifies SMPTE VC-3 Compression ID 1251;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.12.00.00;0A;SMPTE VC-3 ID 1252;Identifies SMPTE VC-3 Compression ID 1252;SMPTE ST 2019-4;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.71.13.00.00;0A;SMPTE VC-3 ID 1253;Identifies SMPTE VC-3 Compression ID 1253;SMPTE ST 2019-4;;
Node;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.00.00.00;0A;SMPTE VC-1 Compression;Identifies SMPTE VC-1 Compression;;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.01.00.00;0A;SMPTE VC-1 Coding SP@LL;Identifies SMPTE VC-1 Compression Coding SP@LL;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.02.00.00;0A;SMPTE VC-1 Coding SP@ML;Identifies SMPTE VC-1 Compression Coding SP@ML;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.03.00.00;0A;SMPTE VC-1 Coding MP@LL;Identifies SMPTE VC-1 Compression Coding MP@LL;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.04.00.00;0A;SMPTE VC-1 Coding MP@ML;Identifies SMPTE VC-1 Compression Coding MP@ML;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.05.00.00;0A;SMPTE VC-1 Coding MP@HL;Identifies SMPTE VC-1 Compression Coding MP@HL;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.06.00.00;0A;SMPTE VC-1 Coding AP@L0;Identifies SMPTE VC-1 Compression Coding AP@L0;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.07.00.00;0A;SMPTE VC-1 Coding AP@L1;Identifies SMPTE VC-1 Compression Coding AP@L1;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.08.00.00;0A;SMPTE VC-1 Coding AP@L2;Identifies SMPTE VC-1 Compression Coding AP@L2;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.09.00.00;0A;SMPTE VC-1 Coding AP@L3;Identifies SMPTE VC-1 Compression Coding AP@L3;SMPTE ST 2037;;
Leaf;06.0E.2B.34.04.01.01.0A;04.01.02.02.72.0A.00.00;0A;SMPTE VC-1 Coding AP@L4;Identifies SMPTE VC-1 Compression Coding AP@L4;SMPTE ST 2037;;
Node;06.0E.2B.34.04.01.01.01;04.02.00.00.00.00.00.00;01;Sound Essence ;Identifies sound essence parameters;;;
Node;06.0E.2B.34.04.01.01.01;04.02.02.00.00.00.00.00;01;Sound Coding Characteristics;Identifies sound coding characteristics;;;
Node;06.0E.2B.34.04.01.01.01;04.02.02.01.00.00.00.00;01;Uncompressed Sound Coding;Identifies uncompressed sound coding characteristics;;;
Leaf;06.0E.2B.34.04.01.01.0A;04.02.02.01.01.00.00.00;0A;SMPTE-382M Default Uncompressed Sound Coding;Identifies SMPTE-382M Default Uncompressed Sound Coding;SMPTE ST 382;;
Leaf;06.0E.2B.34.04.01.01.07;04.02.02.01.7E.00.00.00;07;AIFF Uncompressed Coding;Identifies uncompressed sound coded according to AIFF (big-endian samples);;;
Leaf;06.0E.2B.34.04.01.01.01;04.02.02.01.7F.00.00.00;01;Undefined Sound Coding;Identifies uncompressed sound with no defined source coding standard;;;
Node;06.0E.2B.34.04.01.01.01;04.02.02.02.00.00.00.00;01;Compressed Sound Coding;Identifies compressed sound coding characteristics;;;
Node;06.0E.2B.34.04.01.01.01;04.02.02.02.03.00.00.00;01;Compressed Audio Coding;Identifies compression of all audio types;;;
Node;06.0E.2B.34.04.01.01.03;04.02.02.02.03.01.00.00;03;Companded Audio Coding;Identifies sample-based companding schemes;;;
Leaf;06.0E.2B.34.04.01.01.03;04.02.02.02.03.01.01.00;03;A-law Coded Audio default;Identifies A-law 8-bit compressed audio - default value;ITU-T Rec G.711;;
Leaf;06.0E.2B.34.04.01.01.03;04.02.02.02.03.01.10.00;03;DV Compressed Audio;Identifies DV 12-bit compressed audio;IEC 61834-2;;
Node;06.0E.2B.34.04.01.01.01;04.02.02.02.03.02.00.00;01;SMPTE-338M Audio Coding;Identifies Compressed audio types identified by SMPTE 338M;SMPTE ST 338;;
Leaf;06.0E.2B.34.04.01.01.01;04.02.02.02.03.02.01.00;01;ATSC A-52 Compressed Audio;Identifies ATSC A/52 compressed audio;ATSC A/52A;;
Leaf;06.0E.2B.34.04.01.01.01;04.02.02.02.03.02.04.00;01;MPEG-1 Layer-1 Compressed Audio;Identifies compressed audio compliant to MPEG-1 layer 1;ISO/IEC 11172-3;;
Leaf;06.0E.2B.34.04.01.01.01;04.02.02.02.03.02.05.00;01;MPEG-1 Layer-1 or 2 Compressed Audio;Identifies compressed audio compliant to MPEG-1 layer 2 or 3 or MPEG-2 data without extension (audio);ISO/IEC 11172-3;;
Leaf;06.0E.2B.34.04.01.01.08;04.02.02.02.03.02.05.01;08;MPEG-1 Layer-2 HDV Constrained;Identifies compressed audio compliant to MPEG-1 layer 2 stereo and constrained to the HDV specification;IEC61834-11(HDV);;
Leaf;06.0E.2B.34.04.01.01.01;04.02.02.02.03.02.06.00;01;MPEG-2 Layer-1 Compressed Audio;Identifies compressed audio compliant to MPEG-2 data with extension (audio);ISO/IEC 13818-3;;
Leaf;06.0E.2B.34.04.01.01.01;04.02.02.02.03.02.1C.00;01;Dolby-E Compressed Audio;Identifies Dolby E compressed audio;;;
Node;06.0E.2B.34.04.01.01.03;04.02.02.02.03.03.00.00;03;Non SMPTE-338M MPEG-2 Coding;Identifies MPEG-2 Audio compression schemes not defined by SMPTE 338M-2000;;;
Leaf;06.0E.2B.34.04.01.01.03;04.02.02.02.03.03.01.00;03;MPEG-2 AAC Compressed Audio;Identifies MPEG-2 Advanced Audio Coding;ISO/IEC 13818-4:1998/Amd-1:1999 ;;
Node;06.0E.2B.34.04.01.01.09;04.02.02.10.00.00.00.00;09;Sound Channel Labeling;Identifies Sound Channel Labeling;;;
Node;06.0E.2B.34.04.01.01.0B;04.02.02.10.01.00.00.00;0B;Sound Channel Labeling SMPTE 2035;Identifies SoundChannel  Labeling SMPTE 2035    ;;;
Node;06.0E.2B.34.04.01.01.0B;04.02.02.10.01.01.00.00;0B;SMPTE-2035 Mono Program Configurations;Identifies SMPTE-2035 Mono Program Configurations    ;SMPTE ST 2035;;
Leaf;06.0E.2B.34.04.01.01.0B;04.02.02.10.01.01.01.00;0B;SMPTE-2035 Mono Program 1a;Identifies SMPTE-2035 Mono Program 1a    ;SMPTE ST 2035;;
